"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"3505",45,"admin.","divorced","secondary","no",8032,"no","no","cellular",20,"nov",73,1,-1,0,"unknown","0"
"3506",30,"blue-collar","married","secondary","no",486,"yes","no","unknown",29,"may",1109,3,-1,0,"unknown","1"
"3507",57,"admin.","married","secondary","no",1143,"no","no","telephone",7,"jul",69,3,-1,0,"unknown","0"
"3508",32,"technician","single","secondary","no",945,"no","no","cellular",4,"may",312,3,-1,0,"unknown","0"
"3509",73,"retired","divorced","secondary","no",7111,"yes","no","cellular",12,"oct",146,1,-1,0,"unknown","1"
"3510",67,"retired","divorced","tertiary","no",443,"no","no","cellular",18,"aug",441,1,-1,0,"unknown","1"
"3511",45,"admin.","divorced","secondary","no",397,"yes","yes","cellular",22,"may",582,1,95,2,"success","1"
"3512",34,"services","divorced","secondary","no",1826,"yes","no","cellular",11,"may",212,1,-1,0,"unknown","0"
"3513",31,"management","married","tertiary","no",2603,"yes","no","cellular",11,"feb",280,4,-1,0,"unknown","1"
"3514",23,"services","single","secondary","no",488,"no","no","cellular",29,"jun",205,1,91,3,"success","1"
"3515",25,"student","single","secondary","no",679,"no","no","cellular",25,"oct",297,5,94,6,"other","1"
"3516",32,"technician","single","secondary","no",1179,"no","no","telephone",29,"aug",116,2,-1,0,"unknown","0"
"3517",34,"management","single","tertiary","no",212,"no","no","cellular",25,"mar",278,8,-1,0,"unknown","1"
"3518",50,"technician","married","secondary","no",3370,"no","no","cellular",2,"jun",160,2,-1,0,"unknown","1"
"3519",31,"admin.","single","secondary","no",1340,"no","no","cellular",15,"may",185,1,-1,0,"unknown","0"
"3520",53,"blue-collar","married","primary","no",252,"no","no","cellular",31,"jul",727,4,-1,0,"unknown","1"
"3521",43,"management","single","primary","no",0,"no","no","unknown",20,"jun",280,1,-1,0,"unknown","0"
"3522",36,"admin.","married","secondary","no",96,"no","no","cellular",30,"apr",208,1,87,1,"success","1"
"3523",69,"retired","married","primary","no",2346,"no","no","cellular",11,"feb",354,2,-1,0,"unknown","1"
"3524",45,"blue-collar","married","primary","no",179,"no","no","cellular",25,"aug",122,3,-1,0,"unknown","0"
"3525",57,"management","married","tertiary","no",1172,"yes","no","cellular",20,"nov",72,1,-1,0,"unknown","0"
"3526",57,"housemaid","married","primary","no",1183,"no","no","cellular",19,"aug",111,4,-1,0,"unknown","0"
"3527",27,"services","single","secondary","no",3110,"yes","no","unknown",3,"jun",356,2,-1,0,"unknown","0"
"3528",49,"technician","divorced","unknown","no",387,"no","no","cellular",28,"jan",325,1,-1,0,"unknown","1"
"3529",22,"management","single","tertiary","no",104,"no","yes","cellular",18,"oct",509,1,185,3,"success","1"
"3530",27,"management","single","tertiary","no",-98,"yes","yes","unknown",16,"may",344,2,-1,0,"unknown","0"
"3531",31,"technician","married","secondary","no",504,"yes","yes","cellular",7,"may",52,2,-1,0,"unknown","0"
"3532",48,"admin.","single","secondary","no",1544,"yes","no","telephone",30,"jun",263,1,450,2,"failure","1"
"3533",57,"retired","married","primary","no",2961,"no","no","cellular",20,"apr",128,2,-1,0,"unknown","0"
"3534",25,"student","single","secondary","no",1747,"yes","no","cellular",24,"jul",903,1,-1,0,"unknown","1"
"3535",31,"blue-collar","married","primary","no",63,"yes","no","cellular",12,"may",256,1,-1,0,"unknown","0"
"3536",48,"blue-collar","married","secondary","no",1903,"no","no","cellular",29,"aug",21,6,-1,0,"unknown","0"
"3537",39,"management","divorced","tertiary","no",224,"no","no","cellular",5,"apr",208,1,-1,0,"unknown","1"
"3538",52,"technician","single","secondary","no",436,"no","yes","unknown",22,"mar",95,1,-1,0,"unknown","1"
"3539",51,"unknown","married","unknown","no",1585,"no","no","telephone",30,"oct",152,4,-1,0,"unknown","0"
"3540",58,"retired","married","secondary","no",1230,"no","no","cellular",20,"may",420,1,87,1,"failure","1"
"3541",34,"management","single","secondary","no",194,"no","no","cellular",29,"aug",186,2,-1,0,"unknown","0"
"3542",38,"technician","married","secondary","no",318,"no","no","cellular",4,"feb",383,1,181,5,"failure","1"
"3543",57,"management","divorced","tertiary","no",3287,"no","no","cellular",30,"mar",277,2,337,1,"success","1"
"3544",28,"technician","single","secondary","no",113,"no","no","cellular",13,"aug",204,3,105,1,"failure","1"
"3545",45,"blue-collar","married","unknown","no",586,"no","no","cellular",14,"aug",168,2,-1,0,"unknown","0"
"3546",30,"entrepreneur","single","primary","no",0,"yes","yes","unknown",27,"may",1051,1,-1,0,"unknown","1"
"3547",36,"services","single","secondary","no",365,"no","no","cellular",4,"may",643,1,-1,0,"unknown","1"
"3548",47,"admin.","married","secondary","no",1210,"no","no","cellular",26,"oct",604,1,91,4,"failure","1"
"3549",68,"retired","divorced","primary","no",476,"no","no","telephone",28,"jun",363,1,-1,0,"unknown","1"
"3550",55,"blue-collar","single","secondary","no",82,"no","yes","cellular",7,"jul",500,1,-1,0,"unknown","0"
"3551",31,"management","married","tertiary","no",1331,"no","no","cellular",30,"apr",297,1,86,3,"success","1"
"3552",35,"management","single","tertiary","no",0,"yes","no","unknown",30,"may",147,1,-1,0,"unknown","0"
"3553",36,"entrepreneur","married","tertiary","no",0,"yes","no","cellular",9,"apr",339,1,-1,0,"unknown","0"
"3554",38,"management","married","unknown","no",3576,"no","no","cellular",26,"may",579,1,-1,0,"unknown","1"
"3555",42,"entrepreneur","married","tertiary","no",287,"yes","yes","unknown",30,"may",83,2,-1,0,"unknown","0"
"3556",36,"blue-collar","married","secondary","yes",-2,"no","no","unknown",2,"jun",316,1,-1,0,"unknown","0"
"3557",43,"self-employed","married","tertiary","no",819,"no","no","unknown",20,"jun",285,4,-1,0,"unknown","0"
"3558",44,"entrepreneur","divorced","tertiary","no",316,"yes","no","cellular",18,"nov",244,1,-1,0,"unknown","0"
"3559",33,"unemployed","married","secondary","no",229,"yes","no","unknown",8,"may",205,4,-1,0,"unknown","0"
"3560",39,"admin.","single","secondary","no",14,"yes","yes","unknown",13,"may",19,9,-1,0,"unknown","0"
"3561",48,"technician","married","primary","no",4656,"no","no","cellular",17,"nov",44,1,-1,0,"unknown","0"
"3562",53,"unemployed","married","secondary","no",2057,"yes","no","unknown",20,"jun",134,1,-1,0,"unknown","0"
"3563",31,"blue-collar","married","secondary","no",1005,"no","no","cellular",4,"feb",429,2,-1,0,"unknown","0"
"3564",41,"technician","married","secondary","no",1344,"no","no","cellular",22,"aug",169,6,-1,0,"unknown","0"
"3565",36,"technician","single","secondary","no",651,"no","no","cellular",7,"aug",876,1,-1,0,"unknown","1"
"3566",49,"blue-collar","married","primary","no",399,"no","no","cellular",29,"jan",679,1,-1,0,"unknown","0"
"3567",59,"entrepreneur","divorced","secondary","no",0,"no","yes","cellular",28,"jul",206,10,-1,0,"unknown","0"
"3568",34,"management","married","tertiary","no",573,"no","no","cellular",10,"aug",122,1,-1,0,"unknown","0"
"3569",37,"admin.","married","secondary","no",1314,"yes","no","cellular",22,"may",74,1,14,9,"failure","0"
"3570",32,"technician","married","secondary","no",1026,"no","no","cellular",28,"aug",94,3,-1,0,"unknown","0"
"3571",32,"admin.","married","secondary","no",198,"no","no","cellular",16,"jul",132,2,-1,0,"unknown","0"
"3572",33,"blue-collar","married","secondary","no",4996,"yes","no","cellular",18,"may",15,9,363,2,"failure","0"
"3573",46,"technician","married","secondary","no",198,"yes","no","cellular",30,"jan",153,1,2,6,"other","0"
"3574",38,"technician","single","tertiary","no",1113,"no","no","unknown",20,"jun",34,4,-1,0,"unknown","0"
"3575",33,"management","married","tertiary","no",2599,"no","no","cellular",30,"apr",1373,2,-1,0,"unknown","1"
"3576",35,"management","single","tertiary","no",643,"yes","no","unknown",23,"may",322,1,-1,0,"unknown","0"
"3577",34,"unknown","single","secondary","no",859,"no","no","cellular",28,"jan",829,1,-1,0,"unknown","1"
"3578",42,"blue-collar","married","primary","no",5,"yes","no","cellular",25,"jul",112,2,-1,0,"unknown","0"
"3579",36,"technician","married","secondary","no",58,"no","no","cellular",3,"feb",24,2,-1,0,"unknown","0"
"3580",37,"blue-collar","divorced","secondary","no",0,"yes","no","cellular",21,"apr",146,4,-1,0,"unknown","1"
"3581",39,"blue-collar","married","secondary","no",1419,"yes","no","cellular",13,"may",9,12,349,1,"other","0"
"3582",45,"technician","married","primary","no",-63,"yes","no","cellular",20,"apr",847,5,-1,0,"unknown","0"
"3583",25,"services","married","secondary","no",806,"yes","yes","cellular",15,"may",193,2,-1,0,"unknown","0"
"3584",48,"blue-collar","married","primary","no",281,"yes","no","unknown",19,"may",100,3,-1,0,"unknown","0"
"3585",59,"retired","married","secondary","no",836,"yes","no","unknown",7,"may",106,1,-1,0,"unknown","0"
"3586",60,"retired","divorced","tertiary","no",4,"yes","no","cellular",2,"dec",415,1,190,5,"failure","1"
"3587",29,"management","married","tertiary","no",361,"yes","yes","cellular",28,"jul",819,3,-1,0,"unknown","0"
"3588",35,"blue-collar","married","primary","no",159,"yes","yes","cellular",12,"may",826,1,-1,0,"unknown","1"
"3589",34,"services","single","primary","no",25,"yes","yes","cellular",9,"apr",96,4,314,8,"other","0"
"3590",34,"self-employed","married","tertiary","no",0,"no","no","cellular",28,"aug",730,11,-1,0,"unknown","1"
"3591",30,"blue-collar","married","secondary","no",360,"yes","yes","unknown",2,"jun",239,1,-1,0,"unknown","0"
"3592",36,"blue-collar","married","primary","no",-79,"no","no","unknown",7,"may",159,3,-1,0,"unknown","0"
"3593",48,"services","divorced","secondary","no",-276,"yes","yes","cellular",13,"may",674,1,-1,0,"unknown","1"
"3594",31,"blue-collar","married","secondary","no",-596,"yes","no","cellular",21,"jul",147,1,-1,0,"unknown","0"
"3595",34,"technician","single","secondary","no",85,"yes","no","unknown",20,"may",1182,4,-1,0,"unknown","1"
"3596",34,"blue-collar","married","secondary","no",751,"yes","yes","cellular",17,"nov",1303,1,-1,0,"unknown","1"
"3597",74,"retired","married","primary","no",0,"no","no","telephone",4,"sep",113,1,-1,0,"unknown","0"
"3598",41,"blue-collar","married","secondary","no",438,"yes","no","unknown",30,"may",129,3,-1,0,"unknown","0"
"3599",35,"technician","married","secondary","no",1055,"yes","no","cellular",7,"aug",261,2,-1,0,"unknown","0"
"3600",50,"admin.","divorced","secondary","no",797,"yes","no","telephone",21,"nov",205,3,119,8,"failure","0"
"3601",35,"unemployed","single","secondary","no",145,"no","no","cellular",17,"jul",354,1,-1,0,"unknown","0"
"3602",40,"self-employed","single","tertiary","no",1616,"no","no","telephone",28,"jul",1009,7,-1,0,"unknown","1"
"3603",35,"unemployed","single","primary","no",483,"no","no","cellular",3,"feb",115,1,-1,0,"unknown","0"
"3604",62,"management","married","tertiary","no",10373,"no","no","cellular",12,"aug",344,3,-1,0,"unknown","0"
"3605",34,"unemployed","married","primary","no",309,"no","no","cellular",5,"feb",578,1,-1,0,"unknown","1"
"3606",36,"self-employed","married","secondary","no",351,"yes","no","cellular",17,"apr",1554,3,343,2,"failure","0"
"3607",34,"unemployed","married","secondary","no",438,"yes","yes","cellular",9,"apr",272,1,323,1,"failure","0"
"3608",57,"housemaid","married","primary","no",1870,"no","no","unknown",17,"jun",129,1,-1,0,"unknown","0"
"3609",51,"blue-collar","married","primary","no",0,"no","no","cellular",7,"aug",228,6,-1,0,"unknown","0"
"3610",32,"admin.","divorced","secondary","no",-19,"yes","no","unknown",30,"may",97,2,-1,0,"unknown","0"
"3611",27,"services","married","secondary","no",0,"yes","no","cellular",17,"jul",991,5,-1,0,"unknown","1"
"3612",36,"technician","married","tertiary","no",99,"yes","yes","cellular",17,"nov",57,1,-1,0,"unknown","0"
"3613",58,"technician","married","secondary","no",0,"yes","no","cellular",5,"feb",1823,1,205,1,"failure","0"
"3614",32,"services","single","secondary","no",133,"no","no","cellular",15,"apr",171,1,-1,0,"unknown","1"
"3615",52,"blue-collar","married","primary","no",382,"no","yes","cellular",26,"aug",98,7,-1,0,"unknown","0"
"3616",36,"admin.","divorced","secondary","no",1089,"yes","no","telephone",13,"may",83,5,175,4,"other","0"
"3617",53,"admin.","married","secondary","no",578,"no","no","cellular",29,"aug",59,2,-1,0,"unknown","0"
"3618",36,"services","married","secondary","no",0,"no","no","cellular",30,"jul",843,2,-1,0,"unknown","1"
"3619",60,"management","married","secondary","no",544,"no","no","cellular",12,"jun",95,7,357,2,"failure","1"
"3620",64,"retired","married","primary","no",5871,"no","no","cellular",3,"nov",195,1,-1,0,"unknown","0"
"3621",32,"blue-collar","married","secondary","no",8957,"no","no","cellular",20,"nov",145,1,-1,0,"unknown","0"
"3622",50,"retired","married","secondary","no",0,"yes","yes","unknown",17,"jun",328,3,-1,0,"unknown","0"
"3623",34,"management","married","tertiary","no",3047,"no","no","cellular",30,"apr",317,1,160,5,"other","1"
"3624",44,"self-employed","married","secondary","no",5068,"no","no","cellular",8,"jul",256,2,-1,0,"unknown","0"
"3625",37,"entrepreneur","married","unknown","no",1134,"yes","no","unknown",9,"jun",142,3,-1,0,"unknown","0"
"3626",38,"management","married","tertiary","no",6999,"no","no","unknown",20,"jun",11,2,-1,0,"unknown","0"
"3627",29,"management","single","tertiary","no",2531,"no","no","cellular",19,"aug",634,1,-1,0,"unknown","1"
"3628",27,"services","married","secondary","no",0,"yes","no","cellular",22,"jul",1608,13,-1,0,"unknown","1"
"3629",31,"housemaid","married","tertiary","no",0,"no","no","unknown",28,"aug",12,15,-1,0,"unknown","0"
"3630",39,"admin.","married","secondary","no",-234,"no","yes","cellular",18,"jul",75,1,-1,0,"unknown","0"
"3631",48,"technician","married","secondary","no",7,"no","no","unknown",19,"jun",354,7,-1,0,"unknown","0"
"3632",26,"technician","single","secondary","no",1231,"yes","no","cellular",4,"sep",230,1,93,7,"success","1"
"3633",56,"services","married","secondary","no",17,"no","yes","cellular",25,"aug",342,5,-1,0,"unknown","0"
"3634",32,"management","single","tertiary","no",4,"yes","no","unknown",9,"may",179,2,-1,0,"unknown","0"
"3635",42,"self-employed","married","tertiary","no",596,"yes","no","unknown",19,"may",66,9,-1,0,"unknown","0"
"3636",59,"management","married","tertiary","no",7049,"no","no","cellular",21,"nov",530,1,163,2,"failure","1"
"3637",56,"management","married","tertiary","no",830,"yes","yes","unknown",6,"may",1201,1,-1,0,"unknown","1"
"3638",31,"admin.","single","secondary","no",40,"no","no","cellular",4,"aug",158,1,104,2,"failure","0"
"3639",39,"technician","married","secondary","no",597,"yes","no","unknown",21,"may",298,2,-1,0,"unknown","0"
"3640",33,"management","married","tertiary","no",307,"no","no","unknown",16,"may",806,4,-1,0,"unknown","0"
"3641",37,"unemployed","married","secondary","no",1978,"no","no","cellular",11,"mar",335,1,-1,0,"unknown","1"
"3642",38,"management","married","tertiary","no",655,"no","no","cellular",3,"feb",389,3,-1,0,"unknown","0"
"3643",54,"management","single","tertiary","no",0,"no","no","telephone",5,"jun",133,4,-1,0,"unknown","0"
"3644",47,"services","married","secondary","no",505,"no","no","unknown",20,"jun",152,3,-1,0,"unknown","0"
"3645",49,"management","single","tertiary","no",493,"no","no","cellular",1,"jun",161,1,39,1,"failure","0"
"3646",48,"services","single","secondary","no",220,"no","no","unknown",5,"jun",1005,2,-1,0,"unknown","0"
"3647",24,"student","single","secondary","no",1809,"no","no","cellular",11,"oct",165,1,95,2,"success","1"
"3648",34,"admin.","married","secondary","no",247,"no","no","cellular",8,"oct",401,2,-1,0,"unknown","1"
"3649",30,"blue-collar","single","secondary","no",5909,"yes","no","cellular",18,"may",420,2,-1,0,"unknown","1"
"3650",31,"services","married","primary","no",46,"no","no","cellular",10,"jul",37,1,-1,0,"unknown","0"
"3651",31,"admin.","single","secondary","no",410,"no","no","cellular",23,"apr",342,1,-1,0,"unknown","1"
"3652",33,"technician","married","secondary","no",575,"no","yes","cellular",4,"feb",254,2,-1,0,"unknown","0"
"3653",26,"self-employed","single","tertiary","no",1444,"no","no","cellular",12,"jun",139,5,-1,0,"unknown","0"
"3654",30,"technician","single","tertiary","no",411,"no","no","cellular",22,"oct",127,3,149,2,"failure","1"
"3655",34,"management","married","tertiary","no",889,"yes","no","cellular",24,"jul",539,1,-1,0,"unknown","0"
"3656",29,"management","single","tertiary","no",1445,"no","no","cellular",26,"apr",328,2,143,2,"success","1"
"3657",60,"management","married","tertiary","no",5041,"no","no","telephone",4,"nov",399,1,-1,0,"unknown","1"
"3658",47,"housemaid","married","secondary","no",2524,"no","no","cellular",12,"oct",105,1,-1,0,"unknown","1"
"3659",33,"admin.","single","tertiary","no",3379,"no","no","cellular",20,"nov",290,3,-1,0,"unknown","0"
"3660",27,"unemployed","single","secondary","no",0,"yes","no","unknown",27,"may",185,2,-1,0,"unknown","0"
"3661",43,"admin.","married","secondary","no",0,"yes","no","cellular",4,"feb",175,1,-1,0,"unknown","0"
"3662",41,"self-employed","married","tertiary","no",-326,"yes","yes","unknown",23,"may",86,2,-1,0,"unknown","0"
"3663",27,"services","single","secondary","no",302,"no","no","cellular",3,"jul",203,1,-1,0,"unknown","1"
"3664",46,"blue-collar","married","secondary","no",942,"no","no","telephone",22,"jul",425,2,-1,0,"unknown","0"
"3665",34,"blue-collar","single","primary","no",464,"yes","no","cellular",18,"may",173,1,299,2,"other","0"
"3666",30,"self-employed","single","tertiary","no",137,"yes","no","cellular",11,"may",214,1,-1,0,"unknown","0"
"3667",31,"blue-collar","married","secondary","no",360,"yes","yes","cellular",29,"jan",89,1,241,1,"failure","0"
"3668",33,"blue-collar","married","primary","no",309,"yes","no","cellular",15,"may",42,4,-1,0,"unknown","0"
"3669",74,"retired","married","secondary","no",9480,"no","no","cellular",21,"apr",211,1,-1,0,"unknown","1"
"3670",33,"technician","single","secondary","no",402,"yes","yes","unknown",15,"may",59,1,-1,0,"unknown","0"
"3671",26,"technician","single","secondary","no",181,"no","no","cellular",20,"apr",158,2,-1,0,"unknown","1"
"3672",54,"management","married","secondary","no",1134,"yes","no","cellular",25,"jul",1330,3,-1,0,"unknown","1"
"3673",61,"management","married","tertiary","no",175,"no","no","telephone",5,"aug",270,2,-1,0,"unknown","1"
"3674",50,"blue-collar","married","primary","no",3764,"no","no","telephone",9,"sep",214,2,99,4,"failure","1"
"3675",58,"self-employed","married","secondary","no",1407,"yes","no","unknown",30,"may",58,1,-1,0,"unknown","0"
"3676",39,"housemaid","divorced","secondary","no",70,"no","no","cellular",4,"jun",346,2,128,8,"success","0"
"3677",26,"entrepreneur","single","tertiary","no",255,"yes","no","cellular",15,"may",401,1,-1,0,"unknown","0"
"3678",48,"blue-collar","married","primary","no",551,"yes","yes","unknown",18,"jun",386,5,-1,0,"unknown","0"
"3679",34,"services","married","secondary","no",0,"yes","no","unknown",19,"may",115,4,-1,0,"unknown","0"
"3680",34,"technician","married","tertiary","no",1611,"yes","no","cellular",11,"may",490,2,-1,0,"unknown","0"
"3681",59,"admin.","married","secondary","no",230,"yes","no","unknown",6,"may",190,3,-1,0,"unknown","0"
"3682",37,"services","married","secondary","no",1328,"yes","no","telephone",13,"may",121,2,341,4,"failure","0"
"3683",35,"technician","married","tertiary","no",7050,"no","no","cellular",11,"aug",222,3,182,4,"success","1"
"3684",43,"management","married","tertiary","no",1050,"yes","yes","cellular",18,"jul",67,11,-1,0,"unknown","0"
"3685",47,"blue-collar","married","primary","no",2642,"no","no","cellular",13,"aug",310,2,-1,0,"unknown","0"
"3686",54,"services","married","secondary","no",2681,"no","no","telephone",29,"jul",481,3,-1,0,"unknown","0"
"3687",53,"management","married","unknown","no",2240,"yes","no","cellular",2,"jun",282,2,385,1,"success","1"
"3688",59,"unemployed","married","secondary","no",2740,"no","no","cellular",5,"feb",130,1,-1,0,"unknown","0"
"3689",32,"blue-collar","single","secondary","no",5,"yes","yes","unknown",8,"may",134,1,-1,0,"unknown","0"
"3690",37,"blue-collar","married","secondary","no",-97,"yes","no","unknown",5,"jun",135,2,-1,0,"unknown","0"
"3691",40,"technician","married","secondary","no",4,"yes","yes","cellular",4,"aug",135,3,-1,0,"unknown","0"
"3692",42,"services","married","secondary","no",199,"no","no","cellular",30,"jan",217,2,-1,0,"unknown","0"
"3693",32,"blue-collar","single","primary","no",1660,"no","no","unknown",20,"may",14,1,-1,0,"unknown","0"
"3694",37,"management","single","tertiary","no",688,"no","no","cellular",18,"aug",95,3,174,5,"failure","0"
"3695",36,"management","single","tertiary","no",579,"no","no","unknown",12,"apr",481,1,-1,0,"unknown","1"
"3696",53,"technician","married","primary","no",44,"no","no","unknown",6,"jun",256,1,-1,0,"unknown","0"
"3697",38,"blue-collar","married","primary","no",1401,"no","no","cellular",13,"may",516,1,-1,0,"unknown","1"
"3698",24,"student","single","secondary","no",8165,"no","no","cellular",15,"sep",216,1,-1,0,"unknown","1"
"3699",27,"management","single","tertiary","no",134,"yes","yes","unknown",7,"may",68,3,-1,0,"unknown","0"
"3700",30,"technician","married","tertiary","no",0,"no","no","cellular",28,"aug",140,9,-1,0,"unknown","0"
"3701",33,"technician","married","tertiary","no",2586,"no","no","cellular",11,"aug",117,3,-1,0,"unknown","0"
"3702",32,"technician","married","tertiary","no",0,"yes","yes","cellular",29,"jan",223,1,261,2,"failure","0"
"3703",56,"blue-collar","married","secondary","no",3460,"yes","no","cellular",3,"jul",897,3,-1,0,"unknown","0"
"3704",29,"technician","single","secondary","no",70,"yes","yes","cellular",14,"may",400,2,-1,0,"unknown","0"
"3705",42,"technician","single","tertiary","no",-380,"yes","no","cellular",6,"may",413,1,294,1,"other","0"
"3706",29,"self-employed","married","secondary","no",425,"yes","no","unknown",5,"jun",562,15,-1,0,"unknown","1"
"3707",33,"student","married","secondary","no",1536,"no","no","cellular",9,"nov",262,1,94,2,"success","1"
"3708",42,"services","married","secondary","no",146,"yes","yes","cellular",15,"may",670,4,346,1,"failure","1"
"3709",22,"student","single","secondary","no",280,"yes","no","unknown",2,"jul",63,4,-1,0,"unknown","0"
"3710",46,"blue-collar","single","primary","no",87,"no","no","unknown",15,"may",78,1,-1,0,"unknown","0"
"3711",25,"blue-collar","married","primary","no",172,"yes","no","unknown",29,"may",95,3,-1,0,"unknown","0"
"3712",34,"entrepreneur","single","secondary","no",318,"yes","no","cellular",20,"apr",40,1,150,2,"failure","0"
"3713",36,"management","married","tertiary","no",871,"no","no","cellular",18,"nov",170,1,-1,0,"unknown","0"
"3714",39,"technician","married","tertiary","no",4313,"yes","no","unknown",18,"nov",272,2,-1,0,"unknown","0"
"3715",36,"blue-collar","married","primary","no",856,"yes","no","cellular",31,"jul",39,10,-1,0,"unknown","0"
"3716",41,"technician","married","tertiary","no",744,"yes","no","unknown",14,"may",125,1,-1,0,"unknown","0"
"3717",51,"management","married","tertiary","no",333,"no","yes","cellular",17,"jul",234,1,-1,0,"unknown","0"
"3718",48,"unemployed","married","secondary","no",11371,"yes","no","cellular",30,"apr",249,1,86,3,"failure","0"
"3719",32,"admin.","married","tertiary","no",653,"no","no","cellular",2,"jun",84,1,-1,0,"unknown","1"
"3720",51,"blue-collar","married","primary","no",111,"yes","no","unknown",14,"may",140,1,-1,0,"unknown","0"
"3721",38,"management","married","tertiary","no",12855,"yes","no","unknown",30,"may",417,1,-1,0,"unknown","0"
"3722",53,"admin.","single","secondary","no",2892,"no","no","cellular",9,"apr",527,3,-1,0,"unknown","1"
"3723",29,"management","married","tertiary","no",877,"no","no","cellular",3,"feb",166,3,-1,0,"unknown","0"
"3724",40,"housemaid","married","primary","no",322,"no","no","unknown",17,"jun",140,2,-1,0,"unknown","0"
"3725",56,"unemployed","married","primary","no",3391,"no","no","cellular",21,"apr",243,1,-1,0,"unknown","1"
"3726",57,"admin.","married","secondary","no",2,"no","no","telephone",10,"jul",144,2,-1,0,"unknown","0"
"3727",33,"services","married","secondary","no",-384,"yes","no","unknown",28,"may",513,2,-1,0,"unknown","0"
"3728",32,"blue-collar","married","secondary","no",1787,"yes","no","cellular",12,"may",87,4,357,4,"failure","0"
"3729",48,"housemaid","married","primary","no",0,"no","no","cellular",28,"aug",20,23,-1,0,"unknown","0"
"3730",33,"admin.","single","tertiary","no",146,"no","no","cellular",22,"oct",380,1,91,3,"success","1"
"3731",35,"blue-collar","married","secondary","no",262,"no","no","cellular",15,"mar",427,1,181,3,"success","1"
"3732",37,"blue-collar","married","unknown","no",-118,"yes","no","cellular",18,"may",21,2,-1,0,"unknown","0"
"3733",44,"blue-collar","married","secondary","no",776,"yes","no","unknown",29,"may",306,1,-1,0,"unknown","0"
"3734",31,"technician","single","secondary","no",1,"yes","no","cellular",12,"may",223,1,-1,0,"unknown","0"
"3735",28,"student","single","secondary","no",0,"no","no","cellular",18,"feb",209,20,-1,0,"unknown","1"
"3736",29,"admin.","single","tertiary","no",14,"no","no","cellular",12,"jan",106,1,105,2,"failure","0"
"3737",35,"technician","married","secondary","yes",-29,"yes","yes","unknown",21,"may",208,3,-1,0,"unknown","0"
"3738",39,"technician","married","secondary","no",381,"yes","no","cellular",11,"may",758,1,347,2,"failure","0"
"3739",50,"management","married","unknown","no",0,"no","no","cellular",9,"jul",99,2,-1,0,"unknown","0"
"3740",39,"blue-collar","married","primary","no",476,"yes","no","cellular",12,"may",212,1,349,4,"failure","0"
"3741",36,"blue-collar","married","secondary","no",561,"yes","no","unknown",9,"jun",198,2,-1,0,"unknown","0"
"3742",54,"technician","married","tertiary","no",758,"yes","yes","cellular",8,"jul",554,1,-1,0,"unknown","0"
"3743",30,"self-employed","single","tertiary","no",76,"no","yes","cellular",23,"jul",100,2,-1,0,"unknown","0"
"3744",39,"services","divorced","secondary","no",-421,"yes","yes","cellular",18,"jul",374,17,-1,0,"unknown","0"
"3745",37,"technician","single","secondary","no",1590,"yes","no","cellular",9,"apr",121,5,315,3,"other","0"
"3746",27,"admin.","married","secondary","no",1595,"no","no","cellular",29,"dec",196,2,197,2,"success","1"
"3747",39,"services","married","secondary","no",3165,"yes","no","cellular",15,"may",56,1,368,2,"failure","0"
"3748",37,"blue-collar","married","primary","no",949,"yes","no","unknown",30,"may",149,1,-1,0,"unknown","0"
"3749",35,"technician","divorced","secondary","no",473,"yes","yes","unknown",26,"may",434,4,-1,0,"unknown","0"
"3750",34,"admin.","married","secondary","no",0,"yes","yes","cellular",9,"jul",127,1,-1,0,"unknown","0"
"3751",22,"services","single","secondary","no",129,"no","no","cellular",15,"apr",218,2,181,1,"success","1"
"3752",31,"admin.","married","secondary","no",728,"yes","yes","unknown",28,"may",104,4,-1,0,"unknown","0"
"3753",39,"management","divorced","tertiary","no",4692,"yes","no","telephone",19,"nov",214,2,174,2,"success","0"
"3754",36,"management","married","tertiary","no",203,"no","no","cellular",23,"jul",608,3,179,2,"success","1"
"3755",44,"entrepreneur","married","secondary","yes",-848,"yes","no","unknown",19,"may",468,1,-1,0,"unknown","0"
"3756",61,"management","married","tertiary","no",6016,"no","no","cellular",4,"nov",199,1,275,3,"success","0"
"3757",30,"technician","single","secondary","no",1165,"no","no","cellular",4,"jun",204,2,183,3,"success","1"
"3758",60,"retired","divorced","secondary","no",4243,"no","no","cellular",30,"oct",416,2,-1,0,"unknown","1"
"3759",32,"technician","single","tertiary","no",6281,"yes","no","unknown",3,"jun",1336,4,-1,0,"unknown","1"
"3760",38,"blue-collar","married","primary","no",0,"yes","no","cellular",31,"jul",18,22,-1,0,"unknown","0"
"3761",29,"technician","married","secondary","no",655,"yes","no","cellular",3,"feb",225,3,270,2,"failure","0"
"3762",44,"technician","divorced","secondary","no",752,"yes","no","unknown",30,"may",363,3,-1,0,"unknown","0"
"3763",27,"blue-collar","single","secondary","no",513,"yes","yes","cellular",18,"may",351,1,-1,0,"unknown","1"
"3764",41,"entrepreneur","married","tertiary","no",70,"no","no","unknown",31,"may",14,1,557,1,"failure","0"
"3765",46,"technician","married","secondary","no",349,"yes","yes","unknown",5,"may",127,1,-1,0,"unknown","0"
