"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome"
"1121",49,"entrepreneur","married","primary","no",6188,"no","no","cellular",18,"nov",453,1,-1,0,"unknown"
"1122",48,"unemployed","married","secondary","no",817,"no","no","cellular",16,"jul",806,3,183,5,"success"
"1123",25,"admin.","single","secondary","no",507,"yes","no","cellular",15,"may",832,1,367,3,"failure"
"1124",63,"retired","married","secondary","no",1612,"no","no","cellular",19,"aug",399,2,183,2,"success"
"1125",24,"services","single","secondary","no",638,"yes","yes","cellular",7,"may",792,3,-1,0,"unknown"
"1126",51,"technician","single","tertiary","no",318,"no","no","cellular",4,"may",8,3,-1,0,"unknown"
"1127",34,"management","married","tertiary","no",273,"yes","no","cellular",14,"may",492,1,175,2,"failure"
"1128",36,"unknown","married","secondary","no",1370,"no","no","unknown",18,"jun",221,5,-1,0,"unknown"
"1129",36,"self-employed","married","tertiary","no",506,"no","no","cellular",3,"nov",217,1,70,2,"failure"
"1130",35,"management","single","tertiary","no",68,"no","no","unknown",6,"jun",1085,1,-1,0,"unknown"
"1131",23,"management","single","tertiary","no",1807,"no","no","cellular",27,"jul",606,1,-1,0,"unknown"
"1132",55,"blue-collar","married","secondary","no",1901,"no","no","cellular",18,"aug",143,4,-1,0,"unknown"
"1133",54,"unknown","married","secondary","no",2206,"no","no","cellular",12,"nov",104,1,99,2,"other"
"1134",33,"blue-collar","married","secondary","no",215,"no","no","cellular",15,"apr",166,1,-1,0,"unknown"
"1135",47,"management","single","tertiary","no",334,"yes","no","cellular",26,"mar",360,1,326,8,"failure"
"1136",31,"admin.","single","secondary","no",410,"no","no","cellular",25,"oct",182,1,185,1,"success"
"1137",33,"admin.","single","secondary","no",607,"no","no","cellular",27,"feb",110,2,-1,0,"unknown"
"1138",28,"admin.","single","secondary","no",352,"yes","yes","cellular",18,"may",431,1,-1,0,"unknown"
"1139",34,"management","divorced","tertiary","no",2466,"no","no","cellular",2,"jun",143,1,281,5,"other"
"1140",52,"entrepreneur","married","tertiary","yes",-468,"no","no","cellular",8,"jul",534,1,-1,0,"unknown"
"1141",48,"technician","married","secondary","no",14148,"yes","no","cellular",18,"aug",85,2,-1,0,"unknown"
"1142",36,"blue-collar","married","secondary","no",418,"yes","yes","cellular",13,"may",132,2,-1,0,"unknown"
"1143",41,"management","married","tertiary","no",1072,"yes","no","cellular",7,"may",199,1,-1,0,"unknown"
"1144",21,"student","single","primary","no",423,"no","no","telephone",18,"jan",287,5,285,5,"success"
"1145",53,"admin.","single","secondary","no",2892,"no","no","cellular",9,"apr",527,3,-1,0,"unknown"
"1146",32,"technician","single","secondary","no",116,"yes","no","cellular",20,"aug",718,2,-1,0,"unknown"
"1147",29,"management","married","tertiary","no",715,"yes","no","unknown",28,"may",461,1,-1,0,"unknown"
"1148",49,"management","married","tertiary","no",561,"no","no","cellular",15,"jun",173,1,-1,0,"unknown"
"1149",35,"technician","married","secondary","no",0,"no","no","cellular",14,"jul",125,2,-1,0,"unknown"
"1150",46,"management","divorced","tertiary","no",14481,"yes","no","unknown",30,"may",1269,1,-1,0,"unknown"
"1151",31,"technician","divorced","tertiary","no",0,"no","no","cellular",27,"aug",581,6,-1,0,"unknown"
"1152",52,"services","married","secondary","no",1000,"no","no","cellular",5,"aug",766,2,-1,0,"unknown"
"1153",48,"unemployed","married","secondary","no",817,"no","no","cellular",16,"jul",806,3,183,5,"success"
"1154",34,"blue-collar","married","secondary","no",1464,"yes","no","cellular",28,"aug",207,3,130,5,"other"
"1155",29,"services","married","tertiary","no",0,"yes","no","unknown",4,"jun",113,2,-1,0,"unknown"
"1156",27,"blue-collar","married","primary","no",416,"yes","no","unknown",30,"may",1193,2,-1,0,"unknown"
"1157",40,"technician","divorced","secondary","no",311,"no","no","cellular",6,"aug",738,2,-1,0,"unknown"
"1158",30,"services","single","secondary","no",1268,"yes","no","cellular",8,"apr",105,4,320,8,"other"
"1159",66,"retired","married","secondary","no",3409,"no","no","cellular",12,"may",801,1,86,2,"failure"
"1160",36,"housemaid","married","primary","no",622,"no","no","unknown",20,"jun",55,5,-1,0,"unknown"
"1161",57,"management","divorced","tertiary","no",3287,"no","no","cellular",22,"jun",867,1,84,3,"success"
"1162",58,"retired","married","secondary","no",2714,"no","no","cellular",26,"may",165,1,287,2,"failure"
"1163",44,"unemployed","divorced","primary","no",757,"no","no","unknown",30,"may",498,4,-1,0,"unknown"
"1164",39,"student","single","tertiary","no",2103,"no","no","cellular",2,"feb",588,1,-1,0,"unknown"
"1165",51,"blue-collar","married","primary","no",201,"yes","no","cellular",17,"jul",582,2,-1,0,"unknown"
"1166",58,"retired","divorced","primary","no",2538,"yes","no","cellular",31,"jul",307,6,-1,0,"unknown"
"1167",33,"management","single","tertiary","no",1120,"no","no","cellular",11,"aug",1070,2,-1,0,"unknown"
"1168",35,"technician","single","secondary","no",175,"yes","no","cellular",29,"jan",219,1,246,1,"failure"
"1169",33,"services","married","secondary","no",114,"no","yes","unknown",3,"jul",676,1,-1,0,"unknown"
"1170",30,"services","single","secondary","no",1268,"yes","no","cellular",8,"apr",105,4,320,8,"other"
"1171",35,"blue-collar","single","secondary","no",40,"yes","no","unknown",9,"may",617,4,-1,0,"unknown"
"1172",27,"services","single","tertiary","no",5883,"yes","no","unknown",28,"may",325,2,-1,0,"unknown"
"1173",52,"admin.","married","secondary","no",1274,"yes","no","cellular",17,"nov",74,1,-1,0,"unknown"
"1174",34,"blue-collar","married","primary","no",351,"no","yes","cellular",14,"jul",326,11,-1,0,"unknown"
"1175",37,"services","married","secondary","no",4017,"no","no","cellular",16,"oct",156,1,-1,0,"unknown"
"1176",51,"admin.","single","secondary","no",1994,"no","no","unknown",18,"jun",771,2,-1,0,"unknown"
"1177",32,"self-employed","single","tertiary","no",1815,"no","no","telephone",10,"aug",235,1,102,2,"failure"
"1178",33,"blue-collar","married","secondary","no",308,"yes","no","cellular",13,"may",147,2,-1,0,"unknown"
"1179",60,"management","married","tertiary","no",73,"no","no","telephone",8,"aug",243,2,-1,0,"unknown"
"1180",48,"management","divorced","unknown","no",343,"no","no","cellular",4,"feb",191,1,-1,0,"unknown"
"1181",33,"management","single","tertiary","no",4176,"no","no","cellular",26,"mar",288,3,-1,0,"unknown"
"1182",39,"management","single","tertiary","no",-85,"yes","no","unknown",8,"may",423,2,-1,0,"unknown"
"1183",27,"unemployed","single","primary","no",9,"no","yes","cellular",9,"jul",919,2,-1,0,"unknown"
"1184",67,"retired","single","tertiary","no",2144,"no","no","telephone",21,"apr",847,2,-1,0,"unknown"
"1185",71,"technician","married","tertiary","no",383,"no","no","cellular",27,"apr",388,3,-1,0,"unknown"
"1186",38,"technician","married","secondary","no",976,"yes","no","cellular",14,"jul",766,3,-1,0,"unknown"
"1187",54,"unknown","married","secondary","no",1157,"no","no","cellular",26,"may",98,2,-1,0,"unknown"
"1188",38,"admin.","married","secondary","no",0,"no","no","telephone",17,"nov",599,2,158,8,"other"
"1189",31,"technician","single","secondary","no",0,"yes","no","cellular",31,"jul",16,34,-1,0,"unknown"
"1190",35,"admin.","single","tertiary","no",994,"no","no","cellular",30,"apr",400,1,87,2,"failure"
"1191",32,"management","married","tertiary","no",8929,"no","no","cellular",11,"mar",126,1,-1,0,"unknown"
"1192",58,"management","married","secondary","no",-382,"no","no","cellular",31,"jul",644,12,-1,0,"unknown"
"1193",49,"management","divorced","tertiary","yes",0,"yes","no","unknown",12,"may",345,2,-1,0,"unknown"
"1194",50,"management","married","secondary","no",1165,"no","no","cellular",16,"jul",455,1,-1,0,"unknown"
"1195",36,"blue-collar","married","primary","no",828,"no","no","cellular",13,"may",1512,1,345,8,"failure"
"1196",23,"management","single","tertiary","no",1807,"no","no","cellular",27,"jul",606,1,-1,0,"unknown"
"1197",31,"management","single","tertiary","no",9421,"no","no","cellular",25,"nov",372,1,-1,0,"unknown"
"1198",58,"retired","married","secondary","no",255,"no","no","unknown",28,"may",362,3,-1,0,"unknown"
"1199",23,"admin.","single","tertiary","no",314,"no","yes","cellular",8,"apr",142,4,-1,0,"unknown"
"1200",23,"student","single","secondary","no",480,"no","no","cellular",9,"feb",742,2,182,1,"failure"
"1201",47,"blue-collar","married","secondary","no",802,"yes","yes","cellular",12,"may",289,2,-1,0,"unknown"
"1202",34,"technician","married","secondary","no",1553,"no","no","cellular",20,"aug",200,2,-1,0,"unknown"
"1203",34,"services","divorced","secondary","no",797,"yes","no","cellular",17,"jul",54,1,-1,0,"unknown"
"1204",31,"blue-collar","married","secondary","no",152,"yes","yes","cellular",8,"jul",831,1,-1,0,"unknown"
"1205",36,"technician","married","secondary","no",331,"no","no","cellular",22,"aug",239,4,-1,0,"unknown"
"1206",35,"blue-collar","divorced","primary","no",1792,"yes","no","cellular",31,"jul",630,6,-1,0,"unknown"
"1207",68,"retired","married","secondary","no",19317,"yes","no","cellular",4,"aug",249,1,-1,0,"unknown"
"1208",36,"services","married","secondary","no",1694,"yes","yes","unknown",23,"may",164,6,-1,0,"unknown"
"1209",40,"entrepreneur","divorced","secondary","no",2998,"yes","no","cellular",18,"jul",623,3,-1,0,"unknown"
"1210",40,"technician","married","secondary","no",232,"no","no","cellular",29,"jan",366,1,-1,0,"unknown"
"1211",37,"management","divorced","tertiary","no",488,"yes","no","cellular",17,"sep",328,1,854,2,"failure"
"1212",50,"entrepreneur","married","primary","no",461,"yes","no","unknown",15,"may",651,32,-1,0,"unknown"
"1213",27,"blue-collar","married","primary","no",416,"yes","no","unknown",30,"may",1193,2,-1,0,"unknown"
"1214",39,"entrepreneur","married","tertiary","no",1654,"no","no","cellular",17,"nov",376,1,-1,0,"unknown"
"1215",35,"management","married","tertiary","no",62,"no","no","cellular",8,"feb",469,2,185,2,"failure"
"1216",60,"blue-collar","married","secondary","no",241,"yes","no","telephone",30,"jul",42,3,-1,0,"unknown"
"1217",37,"technician","single","tertiary","no",197,"no","no","cellular",16,"nov",175,1,200,1,"success"
"1218",32,"blue-collar","divorced","secondary","no",658,"no","no","cellular",20,"nov",173,2,-1,0,"unknown"
"1219",25,"entrepreneur","single","tertiary","no",347,"no","no","cellular",20,"aug",267,1,-1,0,"unknown"
"1220",46,"blue-collar","married","secondary","no",640,"yes","no","cellular",12,"mar",215,1,182,4,"success"
"1221",35,"blue-collar","married","secondary","no",86,"no","no","cellular",31,"jul",128,2,-1,0,"unknown"
"1222",25,"blue-collar","married","secondary","no",51,"yes","no","unknown",23,"may",76,2,-1,0,"unknown"
"1223",56,"retired","married","primary","no",334,"no","no","cellular",6,"aug",128,2,-1,0,"unknown"
"1224",43,"services","married","primary","no",-88,"yes","yes","cellular",17,"apr",313,1,147,2,"failure"
"1225",26,"blue-collar","single","primary","no",619,"yes","yes","unknown",27,"may",305,1,-1,0,"unknown"
"1226",58,"retired","married","primary","no",1,"no","no","cellular",26,"aug",112,4,-1,0,"unknown"
"1227",35,"blue-collar","single","secondary","no",3623,"no","no","telephone",30,"oct",160,1,-1,0,"unknown"
"1228",61,"management","married","tertiary","no",997,"no","no","cellular",10,"mar",106,1,-1,0,"unknown"
"1229",44,"management","married","tertiary","no",7177,"no","no","unknown",19,"jun",89,2,-1,0,"unknown"
"1230",72,"self-employed","married","tertiary","no",132,"no","no","cellular",27,"apr",444,1,-1,0,"unknown"
"1231",23,"services","single","secondary","no",31,"no","no","cellular",1,"jun",192,1,-1,0,"unknown"
"1232",38,"technician","married","secondary","no",750,"yes","no","unknown",27,"may",265,2,-1,0,"unknown"
"1233",25,"blue-collar","married","secondary","no",97,"yes","no","unknown",27,"may",709,1,-1,0,"unknown"
"1234",52,"services","married","primary","no",432,"no","no","cellular",8,"aug",424,4,-1,0,"unknown"
"1235",77,"retired","married","primary","no",680,"no","no","telephone",25,"aug",103,3,-1,0,"unknown"
"1236",36,"services","single","secondary","no",461,"no","no","cellular",18,"nov",434,2,-1,0,"unknown"
"1237",36,"admin.","divorced","secondary","no",775,"yes","no","unknown",21,"may",65,3,-1,0,"unknown"
"1238",35,"services","married","secondary","no",-50,"no","no","cellular",2,"feb",71,1,-1,0,"unknown"
"1239",36,"admin.","divorced","secondary","no",869,"yes","no","cellular",14,"may",102,1,350,1,"failure"
"1240",48,"management","married","secondary","no",0,"yes","yes","cellular",3,"nov",1233,1,351,2,"failure"
"1241",39,"services","single","tertiary","no",1222,"yes","no","cellular",2,"feb",251,1,242,2,"failure"
"1242",33,"management","single","secondary","no",239,"yes","yes","cellular",18,"jul",47,1,-1,0,"unknown"
"1243",53,"technician","married","secondary","no",6831,"no","no","cellular",13,"may",1130,2,-1,0,"unknown"
"1244",39,"admin.","married","secondary","no",-367,"yes","no","cellular",16,"apr",667,2,-1,0,"unknown"
"1245",40,"blue-collar","married","secondary","no",-438,"no","no","cellular",11,"may",1017,1,-1,0,"unknown"
"1246",60,"management","married","tertiary","no",2222,"yes","no","cellular",11,"jul",1120,2,-1,0,"unknown"
"1247",47,"technician","married","secondary","no",636,"no","no","cellular",4,"aug",416,2,-1,0,"unknown"
"1248",44,"unemployed","divorced","primary","no",757,"no","no","unknown",30,"may",498,4,-1,0,"unknown"
"1249",32,"management","married","tertiary","no",3387,"yes","no","cellular",15,"may",1111,5,-1,0,"unknown"
"1250",28,"blue-collar","single","secondary","no",2845,"yes","no","unknown",12,"may",182,2,-1,0,"unknown"
"1251",49,"admin.","married","secondary","no",3608,"yes","no","unknown",13,"nov",231,1,-1,0,"unknown"
"1252",35,"technician","married","secondary","no",-195,"no","no","cellular",31,"jul",309,4,-1,0,"unknown"
"1253",35,"technician","divorced","secondary","no",0,"yes","no","cellular",12,"may",183,6,-1,0,"unknown"
"1254",41,"management","divorced","tertiary","no",369,"yes","no","telephone",22,"aug",9,3,-1,0,"unknown"
"1255",38,"technician","divorced","tertiary","no",1425,"yes","no","cellular",15,"jul",347,4,-1,0,"unknown"
"1256",58,"entrepreneur","married","tertiary","no",776,"yes","no","telephone",9,"jul",990,1,-1,0,"unknown"
"1257",47,"admin.","single","secondary","no",3696,"no","no","cellular",12,"jul",250,2,181,4,"success"
"1258",40,"management","married","tertiary","no",1308,"no","no","telephone",3,"feb",1776,2,-1,0,"unknown"
"1259",38,"blue-collar","married","secondary","no",213,"yes","no","unknown",16,"jun",270,15,-1,0,"unknown"
"1260",61,"retired","married","tertiary","no",1257,"no","no","cellular",10,"feb",503,1,-1,0,"unknown"
"1261",51,"admin.","married","tertiary","no",0,"yes","yes","cellular",8,"mar",124,2,-1,0,"unknown"
"1262",48,"technician","married","secondary","no",1764,"yes","no","unknown",14,"may",125,2,-1,0,"unknown"
"1263",40,"management","single","tertiary","no",0,"yes","no","cellular",23,"feb",228,2,182,6,"failure"
"1264",34,"management","married","tertiary","no",273,"yes","no","cellular",14,"may",492,1,175,2,"failure"
"1265",46,"technician","married","tertiary","no",841,"yes","no","unknown",6,"may",158,1,-1,0,"unknown"
"1266",37,"technician","married","secondary","no",1707,"yes","no","cellular",26,"jul",546,2,784,3,"failure"
"1267",29,"admin.","married","secondary","no",-211,"yes","no","cellular",18,"may",58,1,-1,0,"unknown"
"1268",35,"blue-collar","married","secondary","no",86,"no","no","cellular",31,"jul",128,2,-1,0,"unknown"
"1269",27,"management","single","tertiary","no",1,"yes","no","cellular",30,"jul",764,4,-1,0,"unknown"
"1270",24,"technician","single","secondary","no",403,"no","no","unknown",17,"jun",247,1,-1,0,"unknown"
"1271",39,"services","married","secondary","no",186,"yes","no","cellular",17,"apr",433,1,-1,0,"unknown"
"1272",44,"technician","divorced","secondary","no",314,"yes","no","unknown",12,"aug",18,1,651,1,"success"
"1273",51,"admin.","married","tertiary","no",0,"yes","yes","cellular",8,"mar",124,2,-1,0,"unknown"
"1274",35,"management","married","tertiary","no",106,"no","yes","cellular",11,"aug",588,2,-1,0,"unknown"
"1275",31,"blue-collar","single","secondary","no",-78,"yes","yes","unknown",23,"may",198,2,-1,0,"unknown"
"1276",45,"entrepreneur","married","secondary","no",781,"no","yes","cellular",17,"nov",652,2,126,2,"failure"
"1277",56,"management","married","primary","no",0,"no","no","cellular",3,"feb",996,1,-1,0,"unknown"
"1278",45,"technician","married","secondary","no",1831,"no","no","cellular",27,"may",275,2,-1,0,"unknown"
"1279",33,"admin.","single","tertiary","no",7608,"no","no","cellular",30,"mar",238,4,-1,0,"unknown"
"1280",30,"technician","single","secondary","no",601,"no","no","cellular",27,"feb",154,1,-1,0,"unknown"
"1281",33,"technician","single","secondary","no",930,"yes","no","cellular",15,"may",163,5,359,1,"failure"
"1282",54,"technician","married","secondary","no",2102,"yes","no","cellular",5,"apr",547,1,626,2,"failure"
"1283",57,"blue-collar","married","primary","no",42,"yes","no","unknown",21,"may",384,3,-1,0,"unknown"
"1284",55,"services","married","unknown","no",2944,"no","no","cellular",27,"aug",672,6,-1,0,"unknown"
"1285",23,"services","single","secondary","no",31,"no","no","cellular",1,"jun",192,1,-1,0,"unknown"
"1286",30,"management","single","tertiary","no",147,"no","no","cellular",9,"sep",234,1,100,1,"failure"
"1287",25,"technician","single","tertiary","no",1954,"yes","yes","cellular",13,"may",66,1,351,1,"failure"
"1288",67,"management","divorced","tertiary","no",361,"no","no","cellular",13,"oct",411,2,-1,0,"unknown"
"1289",31,"management","single","tertiary","no",11821,"no","no","cellular",18,"aug",384,11,-1,0,"unknown"
"1290",37,"admin.","married","secondary","no",0,"yes","no","cellular",2,"jun",107,1,-1,0,"unknown"
"1291",52,"technician","married","tertiary","no",876,"no","no","cellular",4,"may",601,3,-1,0,"unknown"
"1292",39,"management","married","tertiary","yes",47,"no","no","unknown",16,"jun",84,3,-1,0,"unknown"
"1293",29,"management","single","tertiary","no",4331,"no","no","cellular",7,"jul",611,1,-1,0,"unknown"
"1294",41,"management","married","tertiary","no",2781,"yes","no","cellular",12,"aug",95,2,-1,0,"unknown"
"1295",42,"blue-collar","divorced","primary","no",213,"yes","no","cellular",7,"jul",434,3,-1,0,"unknown"
"1296",32,"technician","single","unknown","no",317,"yes","no","unknown",21,"may",394,2,-1,0,"unknown"
"1297",29,"management","single","tertiary","no",0,"yes","no","cellular",13,"may",155,1,351,1,"failure"
"1298",82,"retired","married","secondary","no",121,"no","no","telephone",19,"feb",330,1,-1,0,"unknown"
"1299",67,"management","divorced","tertiary","no",361,"no","no","cellular",13,"oct",411,2,-1,0,"unknown"
"1300",33,"blue-collar","single","primary","no",0,"no","no","telephone",9,"jul",83,1,-1,0,"unknown"
"1301",42,"blue-collar","married","secondary","no",3068,"yes","yes","cellular",11,"may",429,2,-1,0,"unknown"
"1302",42,"entrepreneur","married","tertiary","no",171,"yes","no","cellular",14,"may",135,1,176,5,"failure"
"1303",40,"admin.","single","secondary","no",60,"yes","no","cellular",15,"may",460,3,352,6,"other"
"1304",43,"management","married","tertiary","no",1791,"no","no","cellular",5,"aug",254,1,-1,0,"unknown"
"1305",53,"technician","married","secondary","no",4930,"no","yes","cellular",2,"feb",228,2,-1,0,"unknown"
"1306",36,"admin.","single","secondary","no",245,"yes","no","cellular",6,"may",159,1,-1,0,"unknown"
"1307",41,"entrepreneur","married","tertiary","no",3135,"yes","yes","unknown",20,"jun",160,3,-1,0,"unknown"
"1308",44,"technician","divorced","secondary","no",314,"yes","no","unknown",12,"aug",18,1,651,1,"success"
"1309",50,"services","married","secondary","no",1501,"no","no","cellular",21,"aug",946,4,-1,0,"unknown"
"1310",45,"admin.","divorced","secondary","no",397,"yes","yes","cellular",22,"may",582,1,95,2,"success"
"1311",28,"management","single","secondary","no",171,"no","no","cellular",5,"jun",324,1,87,1,"success"
"1312",49,"management","single","secondary","no",-18,"yes","no","cellular",11,"may",217,3,264,4,"failure"
"1313",27,"management","single","tertiary","no",99,"yes","no","unknown",4,"jun",767,2,-1,0,"unknown"
"1314",45,"admin.","married","secondary","no",251,"yes","no","cellular",19,"aug",102,2,-1,0,"unknown"
"1315",52,"technician","married","secondary","no",371,"yes","yes","cellular",21,"apr",224,2,182,1,"success"
"1316",66,"management","married","unknown","no",2149,"yes","no","cellular",25,"feb",98,1,87,10,"failure"
"1317",29,"services","single","secondary","no",-271,"yes","no","unknown",4,"jun",578,1,-1,0,"unknown"
"1318",30,"admin.","single","secondary","no",-1,"yes","no","unknown",28,"may",141,1,-1,0,"unknown"
"1319",37,"services","single","secondary","no",278,"yes","no","unknown",3,"jun",1045,3,-1,0,"unknown"
"1320",44,"admin.","married","secondary","no",1696,"no","no","unknown",16,"jun",139,3,-1,0,"unknown"
"1321",33,"technician","married","secondary","no",6947,"yes","no","cellular",20,"apr",250,2,-1,0,"unknown"
"1322",38,"entrepreneur","married","tertiary","no",1110,"yes","no","cellular",20,"nov",888,2,183,2,"failure"
"1323",51,"blue-collar","married","primary","no",-637,"yes","yes","cellular",19,"nov",233,2,-1,0,"unknown"
"1324",53,"admin.","divorced","secondary","no",-372,"yes","no","unknown",26,"may",104,1,-1,0,"unknown"
"1325",32,"technician","married","tertiary","no",2976,"yes","no","cellular",5,"feb",783,1,175,5,"failure"
"1326",35,"technician","divorced","secondary","no",0,"yes","no","cellular",12,"may",183,6,-1,0,"unknown"
"1327",32,"services","single","secondary","no",406,"yes","no","unknown",6,"may",227,1,-1,0,"unknown"
"1328",36,"services","married","secondary","no",370,"yes","yes","cellular",18,"jul",728,6,-1,0,"unknown"
"1329",30,"technician","single","secondary","no",3096,"yes","no","cellular",11,"aug",272,4,-1,0,"unknown"
"1330",56,"management","married","tertiary","no",96,"yes","yes","cellular",19,"aug",173,11,-1,0,"unknown"
"1331",33,"management","single","secondary","no",239,"yes","yes","cellular",18,"jul",47,1,-1,0,"unknown"
"1332",41,"unemployed","single","secondary","no",169,"yes","no","cellular",11,"may",712,1,-1,0,"unknown"
"1333",74,"retired","married","primary","no",1413,"no","no","cellular",25,"feb",385,2,-1,0,"unknown"
"1334",24,"blue-collar","single","secondary","no",167,"no","yes","cellular",25,"may",288,1,96,2,"success"
"1335",38,"services","married","primary","no",175,"no","no","unknown",17,"jun",132,2,-1,0,"unknown"
"1336",35,"admin.","divorced","secondary","no",534,"no","no","cellular",15,"may",669,1,312,3,"failure"
"1337",48,"blue-collar","married","primary","no",490,"yes","no","unknown",19,"may",622,2,-1,0,"unknown"
"1338",56,"unknown","married","unknown","no",361,"no","no","unknown",20,"jun",247,7,-1,0,"unknown"
"1339",32,"management","married","tertiary","no",8929,"no","no","cellular",11,"mar",126,1,-1,0,"unknown"
"1340",31,"technician","single","secondary","no",388,"no","no","cellular",11,"aug",144,2,-1,0,"unknown"
"1341",31,"technician","single","tertiary","no",703,"yes","no","unknown",8,"may",943,2,-1,0,"unknown"
"1342",33,"admin.","single","tertiary","no",146,"no","no","cellular",23,"jul",351,3,-1,0,"unknown"
"1343",71,"retired","married","tertiary","no",3561,"no","no","telephone",15,"mar",577,7,-1,0,"unknown"
"1344",53,"technician","married","secondary","no",6831,"no","no","cellular",13,"may",1130,2,-1,0,"unknown"
"1345",51,"unemployed","married","primary","no",1162,"yes","no","cellular",25,"jul",2015,1,-1,0,"unknown"
"1346",34,"management","single","tertiary","no",48,"yes","no","cellular",12,"aug",810,3,93,6,"failure"
"1347",35,"technician","married","secondary","no",1368,"no","no","cellular",27,"may",329,1,41,2,"other"
"1348",37,"admin.","married","secondary","no",0,"yes","no","unknown",20,"jun",26,6,-1,0,"unknown"
"1349",44,"technician","married","secondary","no",13761,"yes","no","unknown",29,"may",65,1,-1,0,"unknown"
"1350",35,"admin.","married","tertiary","no",286,"no","no","cellular",30,"apr",949,2,-1,0,"unknown"
"1351",31,"services","married","secondary","no",505,"no","no","cellular",11,"jul",773,3,-1,0,"unknown"
"1352",29,"management","single","tertiary","no",697,"no","no","cellular",4,"feb",206,1,-1,0,"unknown"
"1353",60,"housemaid","married","primary","no",0,"no","no","unknown",18,"jun",138,1,-1,0,"unknown"
"1354",33,"management","married","tertiary","no",0,"yes","no","cellular",9,"mar",305,1,326,1,"success"
"1355",58,"housemaid","married","primary","no",260,"yes","no","telephone",15,"may",71,5,364,3,"failure"
"1356",41,"unemployed","married","secondary","no",1077,"yes","yes","telephone",9,"dec",207,3,387,2,"failure"
"1357",29,"technician","single","tertiary","no",2489,"yes","no","cellular",7,"dec",1002,3,283,2,"success"
"1358",55,"blue-collar","married","unknown","no",890,"no","no","cellular",22,"aug",1329,2,-1,0,"unknown"
"1359",42,"unemployed","divorced","secondary","no",2699,"no","no","cellular",8,"jul",92,2,-1,0,"unknown"
"1360",32,"management","single","tertiary","no",1,"no","no","cellular",20,"aug",108,5,-1,0,"unknown"
"1361",60,"blue-collar","married","primary","no",493,"no","no","cellular",18,"aug",671,4,-1,0,"unknown"
"1362",31,"blue-collar","married","secondary","no",897,"yes","no","unknown",20,"may",26,2,-1,0,"unknown"
"1363",32,"services","single","secondary","no",441,"no","yes","cellular",25,"jul",135,2,-1,0,"unknown"
"1364",47,"services","married","secondary","no",505,"no","no","unknown",20,"jun",152,3,-1,0,"unknown"
"1365",38,"blue-collar","single","secondary","no",-1,"yes","no","unknown",7,"may",72,1,-1,0,"unknown"
"1366",26,"services","single","secondary","no",-189,"no","yes","cellular",17,"jul",538,2,-1,0,"unknown"
"1367",28,"admin.","single","secondary","no",189,"yes","no","cellular",31,"jul",68,2,-1,0,"unknown"
"1368",34,"management","married","tertiary","no",443,"no","no","cellular",18,"jun",235,3,-1,0,"unknown"
"1369",34,"management","married","tertiary","no",11,"yes","no","cellular",17,"jul",654,1,-1,0,"unknown"
"1370",31,"management","single","tertiary","no",18,"no","no","cellular",22,"aug",332,3,-1,0,"unknown"
"1371",63,"blue-collar","married","primary","no",115,"no","no","telephone",27,"apr",325,1,180,7,"failure"
"1372",57,"services","divorced","primary","no",818,"no","no","cellular",28,"jan",208,1,-1,0,"unknown"
"1373",32,"management","single","tertiary","no",2536,"yes","no","cellular",26,"aug",958,6,-1,0,"unknown"
"1374",31,"student","single","secondary","no",3511,"no","no","cellular",6,"oct",311,1,96,1,"success"
"1375",37,"admin.","married","secondary","no",0,"yes","no","cellular",2,"jun",107,1,-1,0,"unknown"
"1376",38,"student","divorced","tertiary","no",2946,"no","no","cellular",16,"jun",605,3,-1,0,"unknown"
"1377",40,"technician","married","secondary","no",232,"no","no","cellular",29,"jan",366,1,-1,0,"unknown"
"1378",31,"blue-collar","single","secondary","no",726,"no","no","cellular",7,"jul",719,2,-1,0,"unknown"
"1379",42,"management","single","tertiary","no",11891,"no","no","cellular",6,"apr",158,1,-1,0,"unknown"
"1380",35,"management","married","tertiary","no",0,"no","no","cellular",21,"nov",240,1,-1,0,"unknown"
"1381",45,"blue-collar","divorced","primary","no",-207,"no","no","cellular",15,"jul",878,2,-1,0,"unknown"
"1382",24,"blue-collar","married","secondary","no",685,"yes","no","unknown",26,"may",896,3,-1,0,"unknown"
"1383",39,"blue-collar","married","primary","no",118,"no","no","cellular",3,"feb",906,1,-1,0,"unknown"
"1384",40,"blue-collar","married","secondary","no",-438,"no","no","cellular",11,"may",1017,1,-1,0,"unknown"
"1385",35,"retired","married","primary","no",329,"no","yes","cellular",8,"jul",520,3,-1,0,"unknown"
"1386",27,"admin.","married","secondary","no",512,"yes","no","cellular",22,"jul",259,1,-1,0,"unknown"
"1387",41,"management","married","tertiary","no",1092,"no","no","cellular",5,"aug",736,1,-1,0,"unknown"
"1388",26,"student","married","tertiary","no",8750,"no","no","cellular",26,"mar",98,2,-1,0,"unknown"
"1389",49,"technician","married","secondary","no",0,"yes","yes","cellular",21,"jul",95,1,-1,0,"unknown"
"1390",35,"blue-collar","married","secondary","no",731,"yes","no","cellular",20,"apr",179,2,-1,0,"unknown"
"1391",59,"management","married","tertiary","no",5397,"no","no","cellular",23,"jun",671,3,-1,0,"unknown"
"1392",23,"management","single","tertiary","no",1807,"no","no","cellular",27,"jul",606,1,-1,0,"unknown"
